Freq.	V(n007)
2.18776162394955e+000	(-3.04997476962320e+001dB,9.52214841837352e+001°)
2.23872113856834e+000	(-3.02970657731085e+001dB,9.50241471248351e+001°)
2.29086765276777e+000	(-3.00945201065376e+001dB,9.48293422912201e+001°)
2.34422881531992e+000	(-2.98921055328689e+001dB,9.46369753705726e+001°)
2.39883291901949e+000	(-2.96898171459836e+001dB,9.44469527889125e+001°)
2.45470891568503e+000	(-2.94876502884391e+001dB,9.42591816879200e+001°)
2.51188643150958e+000	(-2.92856005432950e+001dB,9.40735699165540e+001°)
2.57039578276886e+000	(-2.90836637262227e+001dB,9.38900260165360e+001°)
2.63026799189538e+000	(-2.88818358778993e+001dB,9.37084592014018e+001°)
2.69153480392691e+000	(-2.86801132568304e+001dB,9.35287793378645e+001°)
2.75422870333816e+000	(-2.84784923326021e+001dB,9.33508969303778e+001°)
2.81838293126445e+000	(-2.82769697793348e+001dB,9.31747230956939e+001°)
2.88403150312660e+000	(-2.80755424695305e+001dB,9.30001695389711e+001°)
2.95120922666638e+000	(-2.78742074683798e+001dB,9.28271485366481e+001°)
3.01995172040201e+000	(-2.76729620282043e+001dB,9.26555729059736e+001°)
3.09029543251359e+000	(-2.74718035833543e+001dB,9.24853559815978e+001°)
3.16227766016837e+000	(-2.72707297454083e+001dB,9.23164115903147e+001°)
3.23593656929628e+000	(-2.70697382986666e+001dB,9.21486540235717e+001°)
3.31131121482591e+000	(-2.68688271959299e+001dB,9.19819980073472e+001°)
3.38844156139202e+000	(-2.66679945547007e+001dB,9.18163586796181e+001°)
3.46736850452531e+000	(-2.64672386535222e+001dB,9.16516515557299e+001°)
3.54813389233575e+000	(-2.62665579287411e+001dB,9.14877925021456e+001°)
3.63078054770101e+000	(-2.60659509714969e+001dB,9.13246977048866e+001°)
3.71535229097172e+000	(-2.58654165250684e+001dB,9.11622836426529e+001°)
3.80189396320560e+000	(-2.56649534824141e+001dB,9.10004670526379e+001°)
3.89045144994280e+000	(-2.54645608840412e+001dB,9.08391648991556e+001°)
3.98107170553496e+000	(-2.52642379162363e+001dB,9.06782943486133e+001°)
4.07380277804112e+000	(-2.50639839094005e+001dB,9.05177727305473e+001°)
4.16869383470335e+000	(-2.48637983368088e+001dB,9.03575175099675e+001°)
4.26579518801592e+000	(-2.46636808136030e+001dB,9.01974462565363e+001°)
4.36515832240165e+000	(-2.44636310960096e+001dB,9.00374766095057e+001°)
4.46683592150962e+000	(-2.42636490808987e+001dB,8.98775262482735e+001°)
4.57088189614874e+000	(-2.40637348055847e+001dB,8.97175128605453e+001°)
4.67735141287197e+000	(-2.38638884478846e+001dB,8.95573541090822e+001°)
4.78630092322637e+000	(-2.36641103264519e+001dB,8.93969675989059e+001°)
4.89778819368445e+000	(-2.34644009014278e+001dB,8.92362708486004e+001°)
5.01187233627271e+000	(-2.32647607752965e+001dB,8.90751812555156e+001°)
5.12861383991364e+000	(-2.30651906940611e+001dB,8.89136160653798e+001°)
5.24807460249771e+000	(-2.28656915486875e+001dB,8.87514923413086e+001°)
5.37031796370252e+000	(-2.26662643768141e+001dB,8.85887269321174e+001°)
5.49540873857623e+000	(-2.24669103647371e+001dB,8.84252364403055e+001°)
5.62341325190348e+000	(-2.22676308497052e+001dB,8.82609371930421e+001°)
5.75439937337156e+000	(-2.20684273224603e+001dB,8.80957452096882e+001°)
5.88843655355588e+000	(-2.18693014301233e+001dB,8.79295761752452e+001°)
6.02559586074356e+000	(-2.16702549792944e+001dB,8.77623454066683e+001°)
6.16595001861481e+000	(-2.14712899395268e+001dB,8.75939678273035e+001°)
6.30957344480192e+000	(-2.12724084470382e+001dB,8.74243579356646e+001°)
6.45654229034654e+000	(-2.10736128087718e+001dB,8.72534297794696e+001°)
6.60693448007594e+000	(-2.08749055067406e+001dB,8.70810969276202e+001°)
6.76082975391980e+000	(-2.06762892026870e+001dB,8.69072724430937e+001°)
6.91830970918935e+000	(-2.04777667430778e+001dB,8.67318688583342e+001°)
7.07945784384136e+000	(-2.02793411643988e+001dB,8.65547981490108e+001°)
7.24435960074988e+000	(-2.00810156988120e+001dB,8.63759717120154e+001°)
7.41310241300916e+000	(-1.98827937801018e+001dB,8.61953003397463e+001°)
7.58577575029182e+000	(-1.96846790500127e+001dB,8.60126942008217e+001°)
7.76247116628690e+000	(-1.94866753648946e+001dB,8.58280628177107e+001°)
7.94328234724279e+000	(-1.92887868027282e+001dB,8.56413150488440e+001°)
8.12830516164097e+000	(-1.90910176704842e+001dB,8.54523590692339e+001°)
8.31763771102669e+000	(-1.88933725118685e+001dB,8.52611023552272e+001°)
8.51138038202374e+000	(-1.86958561154192e+001dB,8.50674516687791e+001°)
8.70963589956078e+000	(-1.84984735229905e+001dB,8.48713130449306e+001°)
8.91250938133743e+000	(-1.83012300386157e+001dB,8.46725917809787e+001°)
9.12010839355907e+000	(-1.81041312377436e+001dB,8.44711924265093e+001°)
9.33254300796988e+000	(-1.79071829768792e+001dB,8.42670187772986e+001°)
9.54992586021433e+000	(-1.77103914036144e+001dB,8.40599738710689e+001°)
9.77237220955808e+000	(-1.75137629670349e+001dB,8.38499599838380e+001°)
9.99999999999997e+000	(-1.73173044285577e+001dB,8.36368786322105e+001°)
1.02329299228075e+001	(-1.71210228731474e+001dB,8.34206305762392e+001°)
1.04712854805090e+001	(-1.69249257209487e+001dB,8.32011158270928e+001°)
1.07151930523760e+001	(-1.67290207392925e+001dB,8.29782336549498e+001°)
1.09647819614318e+001	(-1.65333160551407e+001dB,8.27518826046357e+001°)
1.12201845430196e+001	(-1.63378201678974e+001dB,8.25219605118753e+001°)
1.14815362149688e+001	(-1.61425419626228e+001dB,8.22883645244955e+001°)
1.17489755493953e+001	(-1.59474907236339e+001dB,8.20509911281656e+001°)
1.20226443461741e+001	(-1.57526761484832e+001dB,8.18097361765693e+001°)
1.23026877081238e+001	(-1.55581083623000e+001dB,8.15644949258409e+001°)
1.25892541179416e+001	(-1.53637979324914e+001dB,8.13151620745936e+001°)
1.28824955169313e+001	(-1.51697558837830e+001dB,8.10616318094500e+001°)
1.31825673855640e+001	(-1.49759937135818e+001dB,8.08037978560945e+001°)
1.34896288259165e+001	(-1.47825234076312e+001dB,8.05415535357633e+001°)
1.38038426460288e+001	(-1.45893574559518e+001dB,8.02747918287592e+001°)
1.41253754462275e+001	(-1.43965088690345e+001dB,8.00034054454466e+001°)
1.44543977074592e+001	(-1.42039911942286e+001dB,7.97272869019397e+001°)
1.47910838816820e+001	(-1.40118185323300e+001dB,7.94463286053964e+001°)
1.51356124843620e+001	(-1.38200055543032e+001dB,7.91604229466284e+001°)
1.54881661891248e+001	(-1.36285675180869e+001dB,7.88694623998688e+001°)
1.58489319246111e+001	(-1.34375202854470e+001dB,7.85733396318162e+001°)
1.62181009735892e+001	(-1.32468803388165e+001dB,7.82719476195967e+001°)
1.65958690743755e+001	(-1.30566647980563e+001dB,7.79651797780537e+001°)
1.69824365246174e+001	(-1.28668914370587e+001dB,7.76529300955737e+001°)
1.73780082874937e+001	(-1.26775787001494e+001dB,7.73350932819212e+001°)
1.77827941003892e+001	(-1.24887457181594e+001dB,7.70115649241260e+001°)
1.81970085860998e+001	(-1.23004123241226e+001dB,7.66822416548914e+001°)
1.86208713666286e+001	(-1.21125990684707e+001dB,7.63470213310705e+001°)
1.90546071796324e+001	(-1.19253272336257e+001dB,7.60058032230218e+001°)
1.94984459975804e+001	(-1.17386188478995e+001dB,7.56584882170230e+001°)
1.99526231496887e+001	(-1.15524966985466e+001dB,7.53049790282312e+001°)
2.04173794466952e+001	(-1.13669843438530e+001dB,7.49451804254349e+001°)
2.08929613085403e+001	(-1.11821061241446e+001dB,7.45789994696398e+001°)
2.13796208950222e+001	(-1.09978871715257e+001dB,7.42063457628817e+001°)
2.18776162394954e+001	(-1.08143534182361e+001dB,7.38271317110506e+001°)
2.23872113856833e+001	(-1.06315316034277e+001dB,7.34412727977617e+001°)
2.29086765276776e+001	(-1.04494492782214e+001dB,7.30486878715546e+001°)
2.34422881531991e+001	(-1.02681348088387e+001dB,7.26492994443917e+001°)
2.39883291901948e+001	(-1.00876173776407e+001dB,7.22430340023510e+001°)
2.45470891568502e+001	(-9.90792698187366e+000dB,7.18298223276877e+001°)
2.51188643150957e+001	(-9.72909442993179e+000dB,7.14095998321708e+001°)
2.57039578276885e+001	(-9.55115133492363e+000dB,7.09823069004971e+001°)
2.63026799189537e+001	(-9.37413010535186e+000dB,7.05478892438546e+001°)
2.69153480392690e+001	(-9.19806393268545e+000dB,7.01062982621313e+001°)
2.75422870333815e+001	(-9.02298677562630e+000dB,6.96574914141628e+001°)
2.81838293126444e+001	(-8.84893334087376e+000dB,6.92014325956591e+001°)
2.88403150312659e+001	(-8.67593906015095e+000dB,6.87380925212941e+001°)
2.95120922666637e+001	(-8.50404006333993e+000dB,6.82674491123334e+001°)
3.01995172040200e+001	(-8.33327314750668e+000dB,6.77894878862946e+001°)
3.09029543251358e+001	(-8.16367574165184e+000dB,6.73042023477152e+001°)
3.16227766016837e+001	(-7.99528586701767e+000dB,6.68115943777589e+001°)
3.23593656929627e+001	(-7.82814209280743e+000dB,6.63116746208826e+001°)
3.31131121482590e+001	(-7.66228348718781e+000dB,6.58044628660920e+001°)
3.38844156139201e+001	(-7.49774956347118e+000dB,6.52899884205647e+001°)
3.46736850452530e+001	(-7.33458022139099e+000dB,6.47682904725935e+001°)
3.54813389233574e+001	(-7.17281568344376e+000dB,6.42394184423174e+001°)
3.63078054770100e+001	(-7.01249642624979e+000dB,6.37034323156471e+001°)
3.71535229097171e+001	(-6.85366310698269e+000dB,6.31604029600456e+001°)
3.80189396320559e+001	(-6.69635648491797e+000dB,6.26104124184343e+001°)
3.89045144994279e+001	(-6.54061733819982e+000dB,6.20535541779129e+001°)
3.98107170553495e+001	(-6.38648637598148e+000dB,6.14899334104528e+001°)
4.07380277804111e+001	(-6.23400414614005e+000dB,6.09196671824414e+001°)
4.16869383470333e+001	(-6.08321093881013e+000dB,6.03428846297862e+001°)
4.26579518801591e+001	(-5.93414668603146e+000dB,5.97597270952219e+001°)
4.36515832240164e+001	(-5.78685085786733e+000dB,5.91703482250171e+001°)
4.46683592150961e+001	(-5.64136235541916e+000dB,5.85749140229845e+001°)
4.57088189614873e+001	(-5.49771940114745e+000dB,5.79736028570526e+001°)
4.67735141287196e+001	(-5.35595942706496e+000dB,5.73666054182170e+001°)
4.78630092322636e+001	(-5.21611896132013e+000dB,5.67541246279099e+001°)
4.89778819368444e+001	(-5.07823351379783e+000dB,5.61363754927175e+001°)
5.01187233627270e+001	(-4.94233746138494e+000dB,5.55135849047745e+001°)
5.12861383991362e+001	(-4.80846393356516e+000dB,5.48859913857528e+001°)
5.24807460249770e+001	(-4.67664469910207e+000dB,5.42538447752019e+001°)
5.37031796370250e+001	(-4.54691005451727e+000dB,5.36174058613956e+001°)
5.49540873857622e+001	(-4.41928871514417e+000dB,5.29769459555460e+001°)
5.62341325190346e+001	(-4.29380770953412e+000dB,5.23327464100437e+001°)
5.75439937337154e+001	(-4.17049227798608e+000dB,5.16850980817328e+001°)
5.88843655355586e+001	(-4.04936577595715e+000dB,5.10343007415262e+001°)
6.02559586074355e+001	(-3.93044958313086e+000dB,5.03806624334235e+001°)
6.16595001861479e+001	(-3.81376301885871e+000dB,4.97244987852250e+001°)
6.30957344480190e+001	(-3.69932326464679e+000dB,4.90661322737281e+001°)
6.45654229034652e+001	(-3.58714529436427e+000dB,4.84058914490470e+001°)
6.60693448007593e+001	(-3.47724181275063e+000dB,4.77441101218285e+001°)
6.76082975391978e+001	(-3.36962320274428e+000dB,4.70811265178011e+001°)
6.91830970918933e+001	(-3.26429748210656e+000dB,4.64172824051233e+001°)
7.07945784384134e+001	(-3.16127026970942e+000dB,4.57529221994204e+001°)
7.24435960074986e+001	(-3.06054476179551e+000dB,4.50883920524174e+001°)
7.41310241300914e+001	(-2.96212171842057e+000dB,4.44240389298248e+001°)
7.58577575029180e+001	(-2.86599946019257e+000dB,4.37602096842724e+001°)
7.76247116628688e+001	(-2.77217387535347e+000dB,4.30972501296502e+001°)
7.94328234724277e+001	(-2.68063843711585e+000dB,4.24355041222169e+001°)
8.12830516164095e+001	(-2.59138423112435e+000dB,4.17753126549874e+001°)
8.31763771102667e+001	(-2.50439999277117e+000dB,4.11170129705084e+001°)
8.51138038202372e+001	(-2.41967215406821e+000dB,4.04609376982605e+001°)
8.70963589956076e+001	(-2.33718489961587e+000dB,3.98074140208589e+001°)
8.91250938133741e+001	(-2.25692023124663e+000dB,3.91567628752801e+001°)
9.12010839355905e+001	(-2.17885804071855e+000dB,3.85092981921152e+001°)
9.33254300796986e+001	(-2.10297618990995e+000dB,3.78653261782073e+001°)
9.54992586021431e+001	(-2.02925059780119e+000dB,3.72251446452288e+001°)
9.77237220955805e+001	(-1.95765533358266e+000dB,3.65890423881669e+001°)
9.99999999999995e+001	(-1.88816271510558e+000dB,3.59572986153336e+001°)
1.02329299228075e+002	(-1.82074341195796e+000dB,3.53301824327792e+001°)
1.04712854805089e+002	(-1.75536655236573e+000dB,3.47079523840462e+001°)
1.07151930523760e+002	(-1.69199983316051e+000dB,3.40908560465762e+001°)
1.09647819614318e+002	(-1.63060963201582e+000dB,3.34791296846964e+001°)
1.12201845430196e+002	(-1.57116112123724e+000dB,3.28729979599448e+001°)
1.14815362149688e+002	(-1.51361838232832e+000dB,3.22726736974078e+001°)
1.17489755493952e+002	(-1.45794452064745e+000dB,3.16783577075591e+001°)
1.20226443461741e+002	(-1.40410177947886e+000dB,3.10902386621323e+001°)
1.23026877081237e+002	(-1.35205165288478e+000dB,3.05084930222902e+001°)
1.25892541179416e+002	(-1.30175499674234e+000dB,2.99332850169272e+001°)
1.28824955169313e+002	(-1.25317213743681e+000dB,2.93647666689483e+001°)
1.31825673855640e+002	(-1.20626297770471e+000dB,2.88030778666902e+001°)
1.34896288259165e+002	(-1.16098709919831e+000dB,2.82483464778703e+001°)
1.38038426460288e+002	(-1.11730386139517e+000dB,2.77006885032426e+001°)
1.41253754462275e+002	(-1.07517249648399e+000dB,2.71602082664150e+001°)
1.44543977074592e+002	(-1.03455219999180e+000dB,2.66269986373028e+001°)
1.47910838816820e+002	(-9.95402216884421e-001dB,2.61011412855610e+001°)
1.51356124843620e+002	(-9.57681922988176e-001dB,2.55827069611574e+001°)
1.54881661891247e+002	(-9.21350901575612e-001dB,2.50717557986364e+001°)
1.58489319246110e+002	(-8.86369015060167e-001dB,2.45683376423958e+001°)
1.62181009735892e+002	(-8.52696471706345e-001dB,2.40724923893862e+001°)
1.65958690743755e+002	(-8.20293887407210e-001dB,2.35842503470353e+001°)
1.69824365246173e+002	(-7.89122342496943e-001dB,2.31036326029046e+001°)
1.73780082874936e+002	(-7.59143433704725e-001dB,2.26306514039617e+001°)
1.77827941003891e+002	(-7.30319321308009e-001dB,2.21653105426352e+001°)
1.81970085860997e+002	(-7.02612771628035e-001dB,2.17076057476088e+001°)
1.86208713666286e+002	(-6.75987194967310e-001dB,2.12575250768024e+001°)
1.90546071796323e+002	(-6.50406679164367e-001dB,2.08150493107556e+001°)
1.94984459975803e+002	(-6.25836018953476e-001dB,2.03801523447386e+001°)
1.99526231496887e+002	(-6.02240741255449e-001dB,1.99528015773498e+001°)
2.04173794466952e+002	(-5.79587126651987e-001dB,1.95329582947182e+001°)
2.08929613085403e+002	(-5.57842227206187e-001dB,1.91205780485577e+001°)
2.13796208950222e+002	(-5.36973880835140e-001dB,1.87156110269420e+001°)
2.18776162394954e+002	(-5.16950722459588e-001dB,1.83180024169132e+001°)
2.23872113856832e+002	(-4.97742192116479e-001dB,1.79276927578129e+001°)
2.29086765276776e+002	(-4.79318540255277e-001dB,1.75446182847302e+001°)
2.34422881531991e+002	(-4.61650830405467e-001dB,1.71687112612629e+001°)
2.39883291901947e+002	(-4.44710939439659e-001dB,1.67999003012924e+001°)
2.45470891568501e+002	(-4.28471555596184e-001dB,1.64381106790998e+001°)
2.51188643150956e+002	(-4.12906174486016e-001dB,1.60832646278044e+001°)
2.57039578276885e+002	(-3.97989093228743e-001dB,1.57352816256127e+001°)
2.63026799189536e+002	(-3.83695402918901e-001dB,1.53940786699508e+001°)
2.69153480392690e+002	(-3.70000979589722e-001dB,1.50595705394204e+001°)
2.75422870333815e+002	(-3.56882473816127e-001dB,1.47316700434588e+001°)
2.81838293126443e+002	(-3.44317299126801e-001dB,1.44102882599290e+001°)
2.88403150312659e+002	(-3.32283619358091e-001dB,1.40953347606794e+001°)
2.95120922666637e+002	(-3.20760335091250e-001dB,1.37867178253187e+001°)
3.01995172040200e+002	(-3.09727069287292e-001dB,1.34843446433369e+001°)
3.09029543251357e+002	(-2.99164152255601e-001dB,1.31881215049549e+001°)
3.16227766016836e+002	(-2.89052606047880e-001dB,1.28979539808670e+001°)
3.23593656929626e+002	(-2.79374128394289e-001dB,1.26137470912851e+001°)
3.31131121482589e+002	(-2.70111076256255e-001dB,1.23354054644989e+001°)
3.38844156139200e+002	(-2.61246449113439e-001dB,1.20628334854753e+001°)
3.46736850452529e+002	(-2.52763872026775e-001dB,1.17959354346468e+001°)
3.54813389233573e+002	(-2.44647578578510e-001dB,1.15346156174102e+001°)
3.63078054770099e+002	(-2.36882393749883e-001dB,1.12787784846804e+001°)
3.71535229097170e+002	(-2.29453716782490e-001dB,1.10283287447968e+001°)
3.80189396320558e+002	(-2.22347504089535e-001dB,1.07831714672302e+001°)
3.89045144994278e+002	(-2.15550252270536e-001dB,1.05432121784788e+001°)
3.98107170553494e+002	(-2.09048981253514e-001dB,1.03083569504305e+001°)
4.07380277804110e+002	(-2.02831217628003e-001dB,1.00785124816809e+001°)
4.16869383470332e+002	(-1.96884978175785e-001dB,9.85358617202475e+000°)
4.26579518801589e+002	(-1.91198753657097e-001dB,9.63348619061078e+000°)
4.36515832240163e+002	(-1.85761492851197e-001dB,9.41812153797130e+000°)
4.46683592150960e+002	(-1.80562586902860e-001dB,9.20740210239133e+000°)
4.57088189614872e+002	(-1.75591853962599e-001dB,9.00123871079227e+000°)
4.67735141287195e+002	(-1.70839524160135e-001dB,8.79954317455622e+000°)
4.78630092322635e+002	(-1.66296224916691e-001dB,8.60222833054376e+000°)
4.89778819368443e+002	(-1.61952966602403e-001dB,8.40920807758025e+000°)
5.01187233627268e+002	(-1.57801128557025e-001dB,8.22039740872863e+000°)
5.12861383991361e+002	(-1.53832445470857e-001dB,8.03571243957099e+000°)
5.24807460249769e+002	(-1.50038994131885e-001dB,7.85507043276131e+000°)
5.37031796370249e+002	(-1.46413180548813e-001dB,7.67838981912167e+000°)
5.49540873857620e+002	(-1.42947727445589e-001dB,7.50559021548188e+000°)
5.62341325190345e+002	(-1.39635662122648e-001dB,7.33659243947704e+000°)
5.75439937337152e+002	(-1.36470304696425e-001dB,7.17131852154985e+000°)
5.88843655355584e+002	(-1.33445256703276e-001dB,7.00969171432074e+000°)
6.02559586074353e+002	(-1.30554390062363e-001dB,6.85163649950448e+000°)
6.16595001861477e+002	(-1.27791836410016e-001dB,6.69707859261187e+000°)
6.30957344480188e+002	(-1.25151976775825e-001dB,6.54594494551899e+000°)
6.45654229034650e+002	(-1.22629431620605e-001dB,6.39816374715084e+000°)
6.60693448007591e+002	(-1.20219051210883e-001dB,6.25366442236217e+000°)
6.76082975391976e+002	(-1.17915906326422e-001dB,6.11237762917861e+000°)
6.91830970918931e+002	(-1.15715279301197e-001dB,5.97423525454326e+000°)
7.07945784384132e+002	(-1.13612655387992e-001dB,5.83917040869256e+000°)
7.24435960074984e+002	(-1.11603714434280e-001dB,5.70711741826199e+000°)
7.41310241300911e+002	(-1.09684322860831e-001dB,5.57801181823686e+000°)
7.58577575029177e+002	(-1.07850525942741e-001dB,5.45179034286487e+000°)
7.76247116628685e+002	(-1.06098540379339e-001dB,5.32839091562063e+000°)
7.94328234724275e+002	(-1.04424747148096e-001dB,5.20775263831619e+000°)
8.12830516164092e+002	(-1.02825684620329e-001dB,5.08981577941032e+000°)
8.31763771102664e+002	(-1.01298041960177e-001dB,4.97452176167045e+000°)
8.51138038202369e+002	(-9.98386527705644e-002dB,4.86181314918702e+000°)
8.70963589956073e+002	(-9.84444889786412e-002dB,4.75163363382087e+000°)
8.91250938133738e+002	(-9.71126549837653e-002dB,4.64392802121357e+000°)
9.12010839355902e+002	(-9.58403820199703e-002dB,4.53864221632815e+000°)
9.33254300796983e+002	(-9.46250227544063e-002dB,4.43572320864809e+000°)
9.54992586021428e+002	(-9.34640460907695e-002dB,4.33511905703053e+000°)
9.77237220955802e+002	(-9.23550321963162e-002dB,4.23677887431778e+000°)
9.99999999999991e+002	(-9.12956677261288e-002dB,4.14065281171527e+000°)
1.02329299228075e+003	(-9.02837412338508e-002dB,4.04669204296613e+000°)
1.04712854805089e+003	(-8.93171387885752e-002dB,3.95484874841675e+000°)
1.07151930523760e+003	(-8.83938397507090e-002dB,3.86507609892856e+000°)
1.09647819614318e+003	(-8.75119127442765e-002dB,3.77732823975433e+000°)
1.12201845430195e+003	(-8.66695117775797e-002dB,3.69156027432835e+000°)
1.14815362149687e+003	(-8.58648725397427e-002dB,3.60772824806381e+000°)
1.17489755493952e+003	(-8.50963088462433e-002dB,3.52578913214311e+000°)
1.20226443461740e+003	(-8.43622092290232e-002dB,3.44570080732682e+000°)
1.23026877081237e+003	(-8.36610336859572e-002dB,3.36742204783962e+000°)
1.25892541179416e+003	(-8.29913105468250e-002dB,3.29091250528837e+000°)
1.28824955169312e+003	(-8.23516334924296e-002dB,3.21613269269946e+000°)
1.31825673855640e+003	(-8.17406586853690e-002dB,3.14304396863396e+000°)
1.34896288259164e+003	(-8.11571020233151e-002dB,3.07160852142101e+000°)
1.38038426460287e+003	(-8.05997365337411e-002dB,3.00178935355466e+000°)
1.41253754462274e+003	(-8.00673898397426e-002dB,2.93355026617374e+000°)
1.44543977074591e+003	(-7.95589417721363e-002dB,2.86685584374831e+000°)
1.47910838816819e+003	(-7.90733220651881e-002dB,2.80167143889926e+000°)
1.51356124843619e+003	(-7.86095081465462e-002dB,2.73796315738274e+000°)
1.54881661891247e+003	(-7.81665230497148e-002dB,2.67569784328671e+000°)
1.58489319246110e+003	(-7.77434333805303e-002dB,2.61484306436583e+000°)
1.62181009735891e+003	(-7.73393474019335e-002dB,2.55536709760270e+000°)
1.65958690743754e+003	(-7.69534131874322e-002dB,2.49723891494843e+000°)
1.69824365246173e+003	(-7.65848168548946e-002dB,2.44042816926043e+000°)
1.73780082874936e+003	(-7.62327808822646e-002dB,2.38490518045029e+000°)
1.77827941003891e+003	(-7.58965624974903e-002dB,2.33064092183796e+000°)
1.81970085860997e+003	(-7.55754521294196e-002dB,2.27760700670377e+000°)
1.86208713666285e+003	(-7.52687719429301e-002dB,2.22577567506878e+000°)
1.90546071796323e+003	(-7.49758744185220e-002dB,2.17511978066593e+000°)
1.94984459975803e+003	(-7.46961410103885e-002dB,2.12561277814069e+000°)
1.99526231496886e+003	(-7.44289808576184e-002dB,2.07722871045972e+000°)
2.04173794466951e+003	(-7.41738295455209e-002dB,2.02994219652671e+000°)
2.08929613085402e+003	(-7.39301479393083e-002dB,1.98372841902797e+000°)
2.13796208950221e+003	(-7.36974210431086e-002dB,1.93856311246827e+000°)
2.18776162394953e+003	(-7.34751569383494e-002dB,1.89442255144527e+000°)
2.23872113856832e+003	(-7.32628857419521e-002dB,1.85128353911059e+000°)
2.29086765276775e+003	(-7.30601586353436e-002dB,1.80912339586393e+000°)
2.34422881531990e+003	(-7.28665469136610e-002dB,1.76791994823641e+000°)
2.39883291901947e+003	(-7.26816410931311e-002dB,1.72765151799512e+000°)
2.45470891568501e+003	(-7.25050500520749e-002dB,1.68829691144753e+000°)
2.51188643150955e+003	(-7.23364002082112e-002dB,1.64983540895046e+000°)
2.57039578276884e+003	(-7.21753347408688e-002dB,1.61224675462432e+000°)
2.63026799189535e+003	(-7.20215128315516e-002dB,1.57551114625695e+000°)
2.69153480392689e+003	(-7.18746089591800e-002dB,1.53960922542045e+000°)
2.75422870333814e+003	(-7.17343122044757e-002dB,1.50452206776470e+000°)
2.81838293126442e+003	(-7.16003256078895e-002dB,1.47023117352144e+000°)
2.88403150312658e+003	(-7.14723655369686e-002dB,1.43671845818410e+000°)
2.95120922666635e+003	(-7.13501610927312e-002dB,1.40396624338272e+000°)
3.01995172040198e+003	(-7.12334535374280e-002dB,1.37195724793925e+000°)
3.09029543251356e+003	(-7.11219957541903e-002dB,1.34067457911042e+000°)
3.16227766016835e+003	(-7.10155517190658e-002dB,1.31010172400132e+000°)
3.23593656929625e+003	(-7.09138960127715e-002dB,1.28022254116540e+000°)
3.31131121482588e+003	(-7.08168133362143e-002dB,1.25102125236780e+000°)
3.38844156139199e+003	(-7.07240980667152e-002dB,1.22248243453059e+000°)
3.46736850452528e+003	(-7.06355538168634e-002dB,1.19459101183583e+000°)
3.54813389233572e+003	(-7.05509930200093e-002dB,1.16733224799735e+000°)
3.63078054770097e+003	(-7.04702365389120e-002dB,1.14069173869908e+000°)
3.71535229097168e+003	(-7.03931132870861e-002dB,1.11465540418788e+000°)
